feature,source_family,transform_type,identity_proxy,development_nonmissing_rows,development_coverage,development_unique_nonmissing,development_standard_deviation,development_transitions_with_data,minimum_required_rows,minimum_required_transitions,target_blind_keep
demographic__ריבוי_טבעי_ל_1_000_תושבים__level,demographic,level,False,395,0.041816641964852845,355,8.120204509658222,2,150,2,True
demographic__אחוז_גידול_האוכלוסייה_לעומת_השנה_הקודמת__level,demographic,level,False,395,0.041816641964852845,259,2.911314705577804,2,150,2,True
demographic__אחוז_עולים_בהשתקעות_ראשונה_בני_17_0__level,demographic,level,False,291,0.030806690662714378,158,18.98704076567921,2,150,2,True
demographic__אחוז_עולים_בהשתקעות_ראשונה_בני_44_18__level,demographic,level,False,302,0.031971204742748255,152,21.664874504510948,2,150,2,True
demographic__אחוז_עולים_בהשתקעות_ראשונה_בני_64_45__level,demographic,level,False,303,0.03207706965911497,152,13.427004875397165,2,150,2,True
demographic__אחוז_עולים_בהשתקעות_ראשונה_בני_65_ומעלה__level,demographic,level,False,303,0.03207706965911497,134,10.483587412614098,2,150,2,True
demographic__מאזן_הגירה_ביישוב_סה_כ__level,demographic,level,False,393,0.041604912132119413,286,973.0306443915126,2,150,2,True
demographic__מאזן_הגירה_פנימית__level,demographic,level,False,388,0.041075587550285834,275,1089.728392340112,2,150,2,True
demographic__נכנסים_מיישובים_אחרים_סה_כ__level,demographic,level,False,390,0.041287317383019266,322,2286.3718566391294,2,150,2,True
demographic__נכנסים_מיישובים_אחרים_גברים__level,demographic,level,False,388,0.041075587550285834,269,1186.9539298346224,2,150,2,True
demographic__נכנסים_מיישובים_אחרים_נשים__level,demographic,level,False,390,0.041287317383019266,298,1103.5178532413438,2,150,2,True
demographic__נכנסים_מיישובים_אחרים_עד_גיל_14__level,demographic,level,False,386,0.0408638577175524,256,538.3039521272806,2,150,2,True
demographic__נכנסים_מיישובים_אחרים_גיל_29_15__level,demographic,level,False,387,0.04096972263391912,244,911.6147073977825,2,150,2,True
demographic__נכנסים_מיישובים_אחרים_גיל_64_30__level,demographic,level,False,388,0.041075587550285834,258,894.6030869922593,2,150,2,True
demographic__נכנסים_מיישובים_אחרים_גיל_65_ומעלה__level,demographic,level,False,271,0.028689392335380055,133,135.34400564240735,2,150,2,True
demographic__יוצאים_ליישובים_אחרים_סה_כ__level,demographic,level,False,395,0.041816641964852845,327,2714.767675334591,2,150,2,True
demographic__יוצאים_ליישובים_אחרים_גברים__level,demographic,level,False,389,0.04118145246665255,274,1408.4836619038406,2,150,2,True
demographic__יוצאים_ליישובים_אחרים_נשים__level,demographic,level,False,392,0.0414990472157527,290,1320.2568900910035,2,150,2,True
demographic__יוצאים_ליישובים_אחרים_עד_גיל_14__level,demographic,level,False,384,0.04065212788481897,247,761.0253905163789,2,150,2,True
demographic__יוצאים_ליישובים_אחרים_גיל_29_15__level,demographic,level,False,392,0.0414990472157527,254,752.8000091977025,2,150,2,True
demographic__יוצאים_ליישובים_אחרים_גיל_64_30__level,demographic,level,False,388,0.041075587550285834,255,1180.0283561205497,2,150,2,True
demographic__יוצאים_ליישובים_אחרים_גיל_65_ומעלה__level,demographic,level,False,273,0.028901122168113486,137,167.87337857637723,2,150,2,True
demographic__הגירה_בתוך_הרשות_המקומית__level,demographic,level,False,346,0.03662926106288376,278,4922.310107743262,2,150,2,True
demographic__נישאים_סה_כ_גברים_ונשים__level,demographic,level,False,393,0.041604912132119413,295,1097.0062242221961,2,150,2,True
demographic__נישאים_שיעור_ל_1_000_תושבים_לא_נשואים_בני_15_ומעלה__level,demographic,level,False,393,0.041604912132119413,283,17.448878963522496,2,150,2,True
demographic__מתגרשים_סה_כ_גברים_ונשים__level,demographic,level,False,391,0.04139318229938598,184,283.3302833194245,2,150,2,True
demographic__מתגרשים_שיעור_ל_1_000_תושבים_נשואים_בני_15_ומעלה__level,demographic,level,False,386,0.0408638577175524,123,3.057793507170562,2,150,2,True
demographic__יהודים_ואחרים_אחוזים__level,demographic,level,True,0,0.0,0,,0,150,2,False
income__שכר_ממוצע_לחודש_של_שכירים_ש_ח_כלל_השכירים__level,income,level,False,1781,0.1885454160491213,1494,3042.1146439553927,8,150,2,True
income__שכר_ממוצע_לחודש_של_שכירים_ש_ח_גברים__level,income,level,False,1781,0.1885454160491213,1490,3998.514227440638,8,150,2,True
income__שכר_ממוצע_לחודש_של_שכירים_ש_ח_נשים__level,income,level,False,1781,0.1885454160491213,1474,2355.22819910386,8,150,2,True
income__אחוז_שינוי_ריאלי_לעומת_השנה_הקודמת_של_שכר_ממוצע_לחודש_של_שכירים_כלל_השכירים__level,income,level,False,1585,0.16779589244124496,641,5.405287096218856,8,150,2,True
income__אחוז_שינוי_ריאלי_לעומת_השנה_הקודמת_של_שכר_ממוצע_לחודש_של_שכירים_גברים__level,income,level,False,1583,0.16758416260851153,649,5.516221700260036,8,150,2,True
income__אחוז_שינוי_ריאלי_לעומת_השנה_הקודמת_של_שכר_ממוצע_לחודש_של_שכירים_נשים__level,income,level,False,1585,0.16779589244124496,663,7.654262869918425,8,150,2,True
income__מספר_השכירים__level,income,level,False,1584,0.16769002752487824,1249,27913.43863207298,8,150,2,True
income__אחוז_השכירים_המשתכרים_עד_שכר_מינימום__level,income,level,False,1584,0.16769002752487824,396,10.40294160625658,8,150,2,True
income__מספר_העצמאים__level,income,level,False,1584,0.16769002752487824,862,2392.416282740221,8,150,2,True
income__הכנסה_ממוצעת_לחודש_של_העצמאים_ש_ח__level,income,level,False,1587,0.1680076222739784,1301,2685.8803478306654,8,150,2,True
income__אחוז_שינוי_ריאלי_של_הכנסה_ממוצעת_לחודש_של_העצמאים_לעומת_השנה_הקודמת__level,income,level,False,1585,0.16779589244124496,680,8.414496310179038,8,150,2,True
income__אחוז_העצמאים_המשתכרים_עד_מחצית_השכר_הממוצע__level,income,level,False,1587,0.1680076222739784,373,9.18274883846566,8,150,2,True
income__מדד_אי_השוויון_שכירים_מדד_ג_יני_0_שוויון_מלא__level,income,level,False,1587,0.1680076222739784,37,0.053843711296415936,8,150,2,True
income__כלל_בעלי_הכנסה_מספר__level,income,level,False,0,0.0,0,,0,150,2,False
income__כלל_בעלי_הכנסה_שכר_ממוצע__level,income,level,False,0,0.0,0,,0,150,2,False
income__גברים_מספר_בעלי_הכנסה__level,income,level,False,0,0.0,0,,0,150,2,False
income__גברים_שכר_ממוצע__level,income,level,False,0,0.0,0,,0,150,2,False
income__נשים_מספר_בעלי_הכנסה__level,income,level,False,0,0.0,0,,0,150,2,False
income__נשים_שכר_ממוצע__level,income,level,False,0,0.0,0,,0,150,2,False
income__בעלי_הכנסה_משכר_מספר__level,income,level,False,0,0.0,0,,0,150,2,False
income__בעלי_הכנסה_משכר_שכר_ממוצע__level,income,level,False,0,0.0,0,,0,150,2,False
income__בעלי_הכנסה_עסקית_מספר__level,income,level,False,0,0.0,0,,0,150,2,False
income__בעלי_הכנסה_עסקית_שכר_ממוצע__level,income,level,False,0,0.0,0,,0,150,2,False
income__בעלי_הכנסה_משכר_ועסקית_מספר__level,income,level,False,0,0.0,0,,0,150,2,False
income__בעלי_הכנסה_משכר_ועסקית_שכר_ממוצע__level,income,level,False,0,0.0,0,,0,150,2,False
income__שכירים_השתכרים_מתחת_לשכר_המינימום_מספר__level,income,level,False,0,0.0,0,,0,150,2,False
unemployment__מקבלי_דמי_אבטלה_ממוצע_חודשי_סה_כ__level,unemployment,level,False,1817,0.1923565530383231,683,1736.4806868208198,8,150,2,True
unemployment__מקבלי_דמי_אבטלה_ממוצע_חודשי_גברים__level,unemployment,level,False,1812,0.19182722845648953,496,839.8759470763532,8,150,2,True
unemployment__גיל_ממוצע_של_מקבלי_דמי_אבטלה_לא_כולל_חיילים__level,unemployment,level,False,1819,0.19256828287105654,302,2.8705493862550595,8,150,2,True
unemployment__דמי_אבטלה_ממוצעים_ליום_ש_ח__level,unemployment,level,False,1819,0.19256828287105654,416,41.7862269299805,8,150,2,True
unemployment__מקבלי_הכשרה_מקצועית_סה_כ__level,unemployment,level,False,138,0.014609358458606819,49,30.57755088303943,1,150,2,False
unemployment__מקבלי_קצבאות_זקנה_ושאירים_סה_כ_סוף_שנה__level,unemployment,level,False,1778,0.18822782130002116,1170,8982.887468926128,8,150,2,True
unemployment__אחוז_מקבלי_השלמת_הכנסה_מבין_מקבלי_קצבאות_זקנה_ושאירים_סוף_שנה__level,unemployment,level,False,1778,0.18822782130002116,1052,16.06733330658524,8,150,2,True
unemployment__מקבלי_גמלת_הבטחת_הכנסה_נפשות_במשך_השנה__level,unemployment,level,False,1737,0.18388735972898582,1027,2774.3123724602287,8,150,2,True
unemployment__מקבלי_גמלאות_סיעוד_סוף_שנה__level,unemployment,level,False,1772,0.18759263180182087,745,1762.9527098057167,8,150,2,True
unemployment__מקבלי_גמלאות_נכות_כללית_סוף_שנה__level,unemployment,level,False,1779,0.18833368621638788,926,1958.1803041889227,8,150,2,True
unemployment__מקבלי_גמלאות_ניידות_סוף_שנה__level,unemployment,level,False,1778,0.18822782130002116,376,300.54270253388154,8,150,2,True
unemployment__מקבלי_גמלאות_נכות_מעבודה_ותלויים_סוף_שנה__level,unemployment,level,False,1765,0.18685157738725386,397,284.219741803963,8,150,2,True
unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_כללית__level,unemployment,level,False,1771,0.18748676688545415,639,18.679812618564913,8,150,2,True
unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_מכבי__level,unemployment,level,False,1768,0.187169172136354,474,15.192499016479315,8,150,2,True
unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_מאוחדת__level,unemployment,level,True,1766,0.18695744230362057,348,11.171905604663342,8,150,2,True
unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_לאומית__level,unemployment,level,False,1765,0.18685157738725386,325,9.60463972217402,8,150,2,True
unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_סה_כ__level,unemployment,level,False,1810,0.1916154986237561,1347,9878.27048300049,8,150,2,True
unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_2_1_ילדים_במשפחה__level,unemployment,level,False,1810,0.1916154986237561,1233,5895.943136896455,8,150,2,True
unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_4_3_ילדים_במשפחה__level,unemployment,level,False,1810,0.1916154986237561,1088,2993.215685589776,8,150,2,True
unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_5_ילדים_ויותר_במשפחה__level,unemployment,level,False,1737,0.18388735972898582,553,1484.5193503138898,8,150,2,True
unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_סה_כ__level,unemployment,level,False,1810,0.1916154986237561,1446,26210.968760111904,8,150,2,True
unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_2_1_ילדים__level,unemployment,level,False,1810,0.1916154986237561,1296,8769.949224228543,8,150,2,True
unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_4_3_ילדים__level,unemployment,level,False,1810,0.1916154986237561,1356,10056.753734796936,8,150,2,True
unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_5_ילדים_ויותר__level,unemployment,level,False,1801,0.19066271437645566,1059,9038.264524482638,8,150,2,True
unemployment__מספר_מקבלי_דמי_אבטלה_סה_כ_שנתי__level,unemployment,level,False,448,0.047427482532288796,419,6938.05012978881,2,150,2,True
unemployment__אחוז_מקבלי_דמי_אבטלה_מבני_67_20_שנתי__level,unemployment,level,False,448,0.047427482532288796,387,9.272401425058126,2,150,2,True
unemployment__אחוז_מקבלי_דמי_אבטלה_מבני_67_20_ממוצע_חודשי__level,unemployment,level,False,447,0.04732161761592208,321,4.709591246549274,2,150,2,True
unemployment__ימי_זכאות_לדמי_אבטלה_ממוצע_שנתי__level,unemployment,level,False,448,0.047427482532288796,238,13.413821594590127,2,150,2,True
unemployment__ניצול_ימי_אבטלה_בשנה_ממוצע_שנתי__level,unemployment,level,False,448,0.047427482532288796,247,23.37123754718728,2,150,2,True
unemployment__ניצול_ימי_אבטלה_בשנה_חציון_שנתי__level,unemployment,level,False,448,0.047427482532288796,98,19.998817697106976,2,150,2,True
education__ילדים_בגנים_של_משרד_החינוך_סה_כ_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,192,4616.730095287823,1,150,2,False
education__ילדים_בגנים_של_משרד_החינוך_גיל_3_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,179,1375.9749402944835,1,150,2,False
education__ילדים_בגנים_של_משרד_החינוך_גיל_4_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,182,1514.5412481797282,1,150,2,False
education__ילדים_בגנים_של_משרד_החינוך_גיל_5_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,178,1516.8184596228828,1,150,2,False
education__ילדים_בגנים_של_משרד_החינוך_גיל_6_תשע_ו_2015_16__level,education,level,False,189,0.020008469193309338,101,232.17652936024896,1,150,2,False
education__בתי_ספר_סה_כ_תשע_ו_2015_16__level,education,level,False,175,0.018526360364175314,52,57.32595534305061,1,150,2,False
education__בתי_ספר_יסודיים_כולל_חינוך_מיוחד_תשע_ו_2015_16__level,education,level,False,154,0.016303197120474275,41,35.234326600450075,1,150,2,False
education__בתי_ספר_על_יסודיים_תשע_ו_2015_16__level,education,level,False,134,0.014185898793139954,40,37.894685407513826,1,150,2,False
education__בתי_ספר_תיכוניים_תשע_ו_2015_16__level,education,level,False,107,0.01132754605123862,27,34.40445280445194,1,150,2,False
education__כיתות_סה_כ_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,159,658.0713166602428,1,150,2,False
education__כיתות_בבתי_ספר_יסודיים_כולל_חינוך_מיוחד_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,144,407.20907705724204,1,150,2,False
education__כיתות_בבתי_ספר_על_יסודיים_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,127,253.735607488312,1,150,2,False
education__כיתות_בחטיבות_ביניים_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,85,74.2780707278048,1,150,2,False
education__כיתות_בבתי_ספר_תיכוניים_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,101,184.8923010432686,1,150,2,False
education__תלמידים_סה_כ_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,199,16161.254259724481,1,150,2,False
education__תלמידים_בבתי_ספר_יסודיים_כולל_חינוך_מיוחד_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,196,9962.452543652462,1,150,2,False
education__תלמידים_בבתי_ספר_על_יסודיים_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,184,6275.145215687059,1,150,2,False
education__תלמידים_בחטיבות_ביניים_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,173,1970.3516290221012,1,150,2,False
education__תלמידים_בבתי_ספר_תיכוניים_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,171,4498.3332210842755,1,150,2,False
education__ממוצע_תלמידים_לכיתה_סה_כ_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,90,3.6415449266398356,1,150,2,False
education__ממוצע_תלמידים_לכיתה_בבתי_ספר_יסודיים_כולל_חינוך_מיוחד_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,94,4.002132286768646,1,150,2,False
education__ממוצע_תלמידים_לכיתה_בבתי_ספר_על_יסודיים_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,94,7.762765989706585,1,150,2,False
education__ממוצע_תלמידים_לכיתה_בחטיבות_ביניים_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,20,9.631728765127006,1,150,2,False
education__ממוצע_תלמידים_לכיתה_בבתי_ספר_תיכוניים_תשע_ו_2015_16__level,education,level,False,201,0.02127884818970993,96,9.29773678206996,1,150,2,False
education__אחוז_זכאים_לתעודת_בגרות_מבין_תלמידי_כיתות_יב_תשע_ו_2015_16__level,education,level,True,194,0.020537793775142917,167,16.99406518255349,1,150,2,False
education__אחוז_זכאים_לתעודת_בגרות_שעמדו_בדרישות_הסף_של_האוניברסיטאות_מבין_תלמידי_כיתות_יב_תשע_ו_2015_16__level,education,level,True,194,0.020537793775142917,169,18.40692407512392,1,150,2,False
education__ילדים_בגנים_של_משרד_החינוך_סה_כ__level,education,level,False,402,0.04255769637941986,378,5012.728489554856,2,150,2,True
education__ילדים_בגנים_של_משרד_החינוך_גיל_3__level,education,level,False,402,0.04255769637941986,332,1522.5959577548256,2,150,2,True
education__ילדים_בגנים_של_משרד_החינוך_גיל_4__level,education,level,False,402,0.04255769637941986,327,1649.454322695998,2,150,2,True
education__ילדים_בגנים_של_משרד_החינוך_גיל_5__level,education,level,False,402,0.04255769637941986,333,1606.9533079140656,2,150,2,True
education__ילדים_בגנים_של_משרד_החינוך_גיל_6__level,education,level,False,373,0.0394876138047851,152,259.2944705811968,2,150,2,True
education__בתי_ספר_סה_כ__level,education,level,False,400,0.04234596654668643,74,57.91082284215653,2,150,2,True
education__בתי_ספר_יסודיים__level,education,level,False,398,0.042134236713953,59,34.60725010283269,2,150,2,True
education__בתי_ספר_על_יסודיים__level,education,level,False,373,0.0394876138047851,56,36.16214792655355,2,150,2,True
education__בתי_ספר_חטיבות_ביניים__level,education,level,False,351,0.03715858564471734,26,7.9320814517953675,2,150,2,True
education__בתי_ספר_תיכוניים__level,education,level,False,355,0.037582045310184206,44,29.747059731410765,2,150,2,True
education__כיתות_סה_כ__level,education,level,False,399,0.042240101630319715,268,714.797415441325,2,150,2,True
education__כיתות_בבתי_ספר_יסודיים__level,education,level,False,398,0.042134236713953,215,443.4744518169293,2,150,2,True
education__כיתות_בבתי_ספר_על_יסודיים__level,education,level,False,373,0.0394876138047851,188,281.47653358757526,2,150,2,True
education__כיתות_בחטיבות_ביניים__level,education,level,False,351,0.03715858564471734,115,81.61004820143147,2,150,2,True
education__כיתות_בבתי_ספר_תיכוניים__level,education,level,False,355,0.037582045310184206,148,212.1243148398785,2,150,2,True
education__תלמידים_סה_כ__level,education,level,False,399,0.042240101630319715,392,17275.435953834363,2,150,2,True
education__תלמידים_בבתי_ספר_יסודיים__level,education,level,False,398,0.042134236713953,390,10668.561919923248,2,150,2,True
education__תלמידים_בבתי_ספר_על_יסודיים__level,education,level,False,373,0.0394876138047851,357,6852.2233655233995,2,150,2,True
education__תלמידים_בחטיבות_ביניים__level,education,level,False,351,0.03715858564471734,314,2133.427362389015,2,150,2,True
education__תלמידים_בבתי_ספר_תיכוניים__level,education,level,False,355,0.037582045310184206,335,5101.853148804799,2,150,2,True
education__ממוצע_תלמידים_לכיתה_בבתי_ספר_יסודיים__level,education,level,False,402,0.04255769637941986,303,3.535507094008085,2,150,2,True
education__אחוז_תלמידים_נושרים_סה_כ__level,education,level,False,358,0.037899640059284354,193,1.016243947712932,2,150,2,True
education__אחוז_תלמידים_נושרים_בנים__level,education,level,False,285,0.03017150116451408,197,1.584827140256064,2,150,2,True
education__אחוז_תלמידים_נושרים_בנות__level,education,level,False,274,0.029006987084480202,133,0.8124301526085612,2,150,2,True
education__אחוז_זכאים_לתעודת_בגרות_מבין_תלמידי_כיתות_יב__level,education,level,True,391,0.04139318229938598,371,17.032906464575927,2,150,2,True
education__אחוז_זכאים_לתעודת_בגרות_שעמדו_בדרישות_הסף_של_האוניברסיטאות_מבין_תלמידי_כיתות_יב__level,education,level,True,391,0.04139318229938598,379,18.158170443864943,2,150,2,True
education__השכלה_גבוהה_אחוז_בעלי_תארים_מישראל_מתוך_אוכלוסיית_בני_55_35__level,education,level,False,402,0.04255769637941986,342,16.71646799447391,2,150,2,True
education__השכלה_גבוהה_אחוז_הנכנסים_להשכלה_גבוהה_בתוך_8_שנים_בקרב_תלמידי_יב__level,education,level,False,320,0.03387677323734914,231,11.795614305729481,2,150,2,True
education__השכלה_גבוהה_אחוז_סטודנטים_מתוך_אוכלוסיית_בני_25_20__level,education,level,False,402,0.04255769637941986,366,5.941814851383164,2,150,2,True
education__השכלה_גבוהה_אחוז_סטודנטים_מתוך_כלל_האוכלוסייה__level,education,level,False,402,0.04255769637941986,255,1.3281278654098312,2,150,2,True
education__עובדי_הוראה_מספר_עובדי_הוראה__level,education,level,False,373,0.0394876138047851,319,1588.8638445391139,2,150,2,True
education__עובדי_הוראה_ממוצע_שעות_עבודה_לשבוע__level,education,level,False,373,0.0394876138047851,81,2.0385861290125282,2,150,2,True
education__עובדי_הוראה_אחוז_עובדי_הוראה_חדשים__level,education,level,False,371,0.03927588397205166,297,3.011769415358956,2,150,2,True
education__עובדי_הוראה_אחוז_שעות_היעדרות_מסך_שעות_עבודה_שנתיות__level,education,level,False,373,0.0394876138047851,73,1.5786225668863558,2,150,2,True
education__עובדי_הוראה_ממוצע_שנות_ותק_מוכרות_בהוראה__level,education,level,False,373,0.0394876138047851,91,2.0892839056973322,2,150,2,True
education__עובדי_הוראה_אחוז_בעלי_דרגת_שכר_תואר_שני_ומעלה__level,education,level,False,373,0.0394876138047851,350,9.049829571719965,2,150,2,True
education__עובדי_הוראה_אחוז_עובדי_הוראה_משתלמים_מכלל_עובדי_הוראה__level,education,level,False,373,0.0394876138047851,286,35.35597053443174,2,150,2,True
education__עובדי_הוראה_ממוצע_תלמידים_למורה__level,education,level,False,372,0.039381748888418375,288,2.551237098996952,2,150,2,True
education__עובדי_הוראה_ממוצע_שעות_עבודה_שבועיות_לתלמיד__level,education,level,False,372,0.039381748888418375,170,0.5932287883506183,2,150,2,True
demographic__סה_כ_גברים_בסוף_2003_אלפים__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__סה_כ_נשים_בסוף_2003_אלפים__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__אחוז_גילאי_4_0_באוכלוסייה_בסוף_2003__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__אחוז_גילאי_9_5_באוכלוסייה_בסוף_2003__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__אחוז_גילאי_14_10_באוכלוסייה_בסוף_2003__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__אחוז_גילאי_19_15_באוכלוסייה_בסוף_2003__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__אחוז_גילאי_29_20_באוכלוסייה_בסוף_2003__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__אחוז_גילאי_44_30_באוכלוסייה_בסוף_2003__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__אחוז_גילאי_59_45_באוכלוסייה_בסוף_2003__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__אחוז_גילאי_64_60_באוכלוסייה_בסוף_2003__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__אחוז_גילאי_65_ומעלה_באוכלוסייה_בסוף_2003__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__אחוז_גילאי_17_0_באוכלוסייה_בסוף_2003__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__אחוז_גילאי_75_ומעלה_באוכלוסייה_בסוף_2003__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__לידות_חי__annualized_change,demographic,annualized_change,False,190,0.020114334109676054,119,159.06458986292182,1,100,2,False
demographic__פטירות__annualized_change,demographic,annualized_change,False,190,0.020114334109676054,74,34.45161795029266,1,100,2,False
demographic__ריבוי_טבעי_סה_כ__annualized_change,demographic,annualized_change,False,190,0.020114334109676054,120,155.19387224967517,1,100,2,False
demographic__ריבוי_טבעי_לאלף_תושבים_2003_2002__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__מאזן_הגירה_סה_כ__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__אחוז_עולי_1990_מסך_האוכלוסייה__annualized_change,demographic,annualized_change,False,190,0.020114334109676054,79,0.9587860432295255,1,100,2,False
demographic__אחוז_גידול_האוכלוסייה_לעומת_2002__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__פטירת_תינוקות_ממוצע_2003_1999__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
demographic__השתקעות_ראשונה_של_עולים__annualized_change,demographic,annualized_change,False,99,0.01048062672030489,72,789.2640086337876,1,100,2,False
demographic__אחוז_גילאי_17_0_של_עולים_בהשתקעות_ראשונה__annualized_change,demographic,annualized_change,False,0,0.0,0,,0,100,2,False
