feature,source_family,transform_type,identity_proxy,development_nonmissing_rows,development_coverage,development_unique_nonmissing,development_standard_deviation,development_transitions_with_data,minimum_required_rows,minimum_required_transitions,target_blind_keep
income__אחוז_שינוי_ריאלי_לעומת_השנה_הקודמת_של_שכר_ממוצע_לחודש_של_שכירים_נשים__annualized_change,income,annualized_change,False,1353,0.14323523184416684,884,3.3943896513762275,7,100,2,True
income__מספר_השכירים__annualized_change,income,annualized_change,False,1350,0.1429176370950667,958,972.3359388439376,7,100,2,True
income__אחוז_השכירים_המשתכרים_עד_שכר_מינימום__annualized_change,income,annualized_change,False,1350,0.1429176370950667,458,1.3155267493308578,7,100,2,True
income__מספר_העצמאים__annualized_change,income,annualized_change,False,1350,0.1429176370950667,476,122.34884047136907,7,100,2,True
income__הכנסה_ממוצעת_לחודש_של_העצמאים_ש_ח__annualized_change,income,annualized_change,False,1357,0.1436586915096337,1061,412.93880178696367,7,100,2,True
income__אחוז_שינוי_ריאלי_של_הכנסה_ממוצעת_לחודש_של_העצמאים_לעומת_השנה_הקודמת__annualized_change,income,annualized_change,False,1354,0.14334109676053355,951,4.642016301308007,7,100,2,True
income__אחוז_העצמאים_המשתכרים_עד_מחצית_השכר_הממוצע__annualized_change,income,annualized_change,False,1357,0.1436586915096337,563,2.5492264737395067,7,100,2,True
income__מדד_אי_השוויון_שכירים_מדד_ג_יני_0_שוויון_מלא__annualized_change,income,annualized_change,False,1357,0.1436586915096337,50,0.017750369169969284,7,100,2,True
income__כלל_בעלי_הכנסה_מספר__annualized_change,income,annualized_change,False,0,0.0,0,,0,100,2,False
income__כלל_בעלי_הכנסה_שכר_ממוצע__annualized_change,income,annualized_change,False,0,0.0,0,,0,100,2,False
income__גברים_מספר_בעלי_הכנסה__annualized_change,income,annualized_change,False,0,0.0,0,,0,100,2,False
income__גברים_שכר_ממוצע__annualized_change,income,annualized_change,False,0,0.0,0,,0,100,2,False
income__נשים_מספר_בעלי_הכנסה__annualized_change,income,annualized_change,False,0,0.0,0,,0,100,2,False
income__נשים_שכר_ממוצע__annualized_change,income,annualized_change,False,0,0.0,0,,0,100,2,False
income__בעלי_הכנסה_משכר_מספר__annualized_change,income,annualized_change,False,0,0.0,0,,0,100,2,False
income__בעלי_הכנסה_משכר_שכר_ממוצע__annualized_change,income,annualized_change,False,0,0.0,0,,0,100,2,False
income__בעלי_הכנסה_עסקית_מספר__annualized_change,income,annualized_change,False,0,0.0,0,,0,100,2,False
income__בעלי_הכנסה_עסקית_שכר_ממוצע__annualized_change,income,annualized_change,False,0,0.0,0,,0,100,2,False
income__בעלי_הכנסה_משכר_ועסקית_מספר__annualized_change,income,annualized_change,False,0,0.0,0,,0,100,2,False
income__בעלי_הכנסה_משכר_ועסקית_שכר_ממוצע__annualized_change,income,annualized_change,False,0,0.0,0,,0,100,2,False
income__שכירים_השתכרים_מתחת_לשכר_המינימום_מספר__annualized_change,income,annualized_change,False,0,0.0,0,,0,100,2,False
unemployment__מקבלי_דמי_אבטלה_ממוצע_חודשי_סה_כ__annualized_change,unemployment,annualized_change,False,1557,0.16483167478297692,567,1607.5219902266956,7,100,2,True
unemployment__מקבלי_דמי_אבטלה_ממוצע_חודשי_גברים__annualized_change,unemployment,annualized_change,False,1547,0.16377302561930976,478,796.2228312230043,7,100,2,True
unemployment__גיל_ממוצע_של_מקבלי_דמי_אבטלה_לא_כולל_חיילים__annualized_change,unemployment,annualized_change,False,1565,0.16567859411391064,356,1.3070680043948626,7,100,2,True
unemployment__דמי_אבטלה_ממוצעים_ליום_ש_ח__annualized_change,unemployment,annualized_change,False,1565,0.16567859411391064,455,16.911889229650182,7,100,2,True
unemployment__מקבלי_הכשרה_מקצועית_סה_כ__annualized_change,unemployment,annualized_change,False,0,0.0,0,,0,100,2,False
unemployment__מקבלי_קצבאות_זקנה_ושאירים_סה_כ_סוף_שנה__annualized_change,unemployment,annualized_change,False,1540,0.16303197120474275,662,340.10240744765525,7,100,2,True
unemployment__אחוז_מקבלי_השלמת_הכנסה_מבין_מקבלי_קצבאות_זקנה_ושאירים_סוף_שנה__annualized_change,unemployment,annualized_change,False,1540,0.16303197120474275,962,1.026871912809222,7,100,2,True
unemployment__מקבלי_גמלת_הבטחת_הכנסה_נפשות_במשך_השנה__annualized_change,unemployment,annualized_change,False,1465,0.15509210247723904,764,282.1924879561589,7,100,2,True
unemployment__מקבלי_גמלאות_סיעוד_סוף_שנה__annualized_change,unemployment,annualized_change,False,1534,0.16239678170654245,496,156.01797567101357,7,100,2,True
unemployment__מקבלי_גמלאות_נכות_כללית_סוף_שנה__annualized_change,unemployment,annualized_change,False,1541,0.16313783612110946,442,67.38428098656786,7,100,2,True
unemployment__מקבלי_גמלאות_ניידות_סוף_שנה__annualized_change,unemployment,annualized_change,False,1540,0.16303197120474275,186,10.122630781979673,7,100,2,True
unemployment__מקבלי_גמלאות_נכות_מעבודה_ותלויים_סוף_שנה__annualized_change,unemployment,annualized_change,False,1526,0.16154986237560873,196,10.942552800467064,7,100,2,True
unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_כללית__annualized_change,unemployment,annualized_change,False,1538,0.16282024137200932,411,0.7967515496725845,7,100,2,True
unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_מכבי__annualized_change,unemployment,annualized_change,False,1534,0.16239678170654245,408,0.5288897536974427,7,100,2,True
unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_מאוחדת__annualized_change,unemployment,annualized_change,True,1532,0.16218505187380902,404,0.7906493059020482,7,100,2,True
unemployment__אחוז_המבוטחים_בקופ_ח_מתוך_סך_כל_המבוטחים_לאומית__annualized_change,unemployment,annualized_change,False,1528,0.16176159220834216,394,0.6438249911481762,7,100,2,True
unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_סה_כ__annualized_change,unemployment,annualized_change,False,1546,0.16366716070294304,686,246.70694379475754,7,100,2,True
unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_2_1_ילדים_במשפחה__annualized_change,unemployment,annualized_change,False,1546,0.16366716070294304,616,127.62892454059819,7,100,2,True
unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_4_3_ילדים_במשפחה__annualized_change,unemployment,annualized_change,False,1546,0.16366716070294304,554,113.32669148646107,7,100,2,True
unemployment__מספר_משפחות_של_מקבלי_קצבאות_בגין_ילדים_סוף_שנה_עם_5_ילדים_ויותר_במשפחה__annualized_change,unemployment,annualized_change,False,1497,0.15847977980097397,345,40.472104444243186,7,100,2,True
unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_סה_כ__annualized_change,unemployment,annualized_change,False,1546,0.16366716070294304,940,704.6922048184761,7,100,2,True
unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_2_1_ילדים__annualized_change,unemployment,annualized_change,False,1546,0.16366716070294304,750,202.67534252158282,7,100,2,True
unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_4_3_ילדים__annualized_change,unemployment,annualized_change,False,1546,0.16366716070294304,908,378.5164311038861,7,100,2,True
unemployment__מספר_ילדים_שבגינם_שולמו_קצבאות_במשפחות_עם_5_ילדים_ויותר__annualized_change,unemployment,annualized_change,False,1545,0.16356129578657633,734,248.81126841102886,7,100,2,True
unemployment__מספר_מקבלי_דמי_אבטלה_סה_כ_שנתי__annualized_change,unemployment,annualized_change,False,224,0.023713741266144398,218,7578.174965377456,1,100,2,False
unemployment__אחוז_מקבלי_דמי_אבטלה_מבני_67_20_שנתי__annualized_change,unemployment,annualized_change,False,224,0.023713741266144398,213,3.766203986877495,1,100,2,False
unemployment__אחוז_מקבלי_דמי_אבטלה_מבני_67_20_ממוצע_חודשי__annualized_change,unemployment,annualized_change,False,223,0.023607876349777682,201,2.0436192558965436,1,100,2,False
unemployment__ימי_זכאות_לדמי_אבטלה_ממוצע_שנתי__annualized_change,unemployment,annualized_change,False,224,0.023713741266144398,213,6.11144019959786,1,100,2,False
unemployment__ניצול_ימי_אבטלה_בשנה_ממוצע_שנתי__annualized_change,unemployment,annualized_change,False,224,0.023713741266144398,214,9.41117819829573,1,100,2,False
unemployment__ניצול_ימי_אבטלה_בשנה_חציון_שנתי__annualized_change,unemployment,annualized_change,False,224,0.023713741266144398,85,16.731881921581095,1,100,2,False
education__ילדים_בגנים_של_משרד_החינוך_סה_כ_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__ילדים_בגנים_של_משרד_החינוך_גיל_3_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__ילדים_בגנים_של_משרד_החינוך_גיל_4_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__ילדים_בגנים_של_משרד_החינוך_גיל_5_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__ילדים_בגנים_של_משרד_החינוך_גיל_6_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__בתי_ספר_סה_כ_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__בתי_ספר_יסודיים_כולל_חינוך_מיוחד_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__בתי_ספר_על_יסודיים_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__בתי_ספר_תיכוניים_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__כיתות_סה_כ_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__כיתות_בבתי_ספר_יסודיים_כולל_חינוך_מיוחד_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__כיתות_בבתי_ספר_על_יסודיים_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__כיתות_בחטיבות_ביניים_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__כיתות_בבתי_ספר_תיכוניים_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__תלמידים_סה_כ_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__תלמידים_בבתי_ספר_יסודיים_כולל_חינוך_מיוחד_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__תלמידים_בבתי_ספר_על_יסודיים_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__תלמידים_בחטיבות_ביניים_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__תלמידים_בבתי_ספר_תיכוניים_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__ממוצע_תלמידים_לכיתה_סה_כ_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__ממוצע_תלמידים_לכיתה_בבתי_ספר_יסודיים_כולל_חינוך_מיוחד_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__ממוצע_תלמידים_לכיתה_בבתי_ספר_על_יסודיים_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__ממוצע_תלמידים_לכיתה_בחטיבות_ביניים_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__ממוצע_תלמידים_לכיתה_בבתי_ספר_תיכוניים_תשע_ו_2015_16__annualized_change,education,annualized_change,False,0,0.0,0,,0,100,2,False
education__אחוז_זכאים_לתעודת_בגרות_מבין_תלמידי_כיתות_יב_תשע_ו_2015_16__annualized_change,education,annualized_change,True,0,0.0,0,,0,100,2,False
education__אחוז_זכאים_לתעודת_בגרות_שעמדו_בדרישות_הסף_של_האוניברסיטאות_מבין_תלמידי_כיתות_יב_תשע_ו_2015_16__annualized_change,education,annualized_change,True,0,0.0,0,,0,100,2,False
education__ילדים_בגנים_של_משרד_החינוך_סה_כ__annualized_change,education,annualized_change,False,201,0.02127884818970993,124,135.98002615251184,1,100,2,False
education__ילדים_בגנים_של_משרד_החינוך_גיל_3__annualized_change,education,annualized_change,False,201,0.02127884818970993,103,78.95959417599492,1,100,2,False
education__ילדים_בגנים_של_משרד_החינוך_גיל_4__annualized_change,education,annualized_change,False,201,0.02127884818970993,105,46.524628902629225,1,100,2,False
education__ילדים_בגנים_של_משרד_החינוך_גיל_5__annualized_change,education,annualized_change,False,201,0.02127884818970993,110,63.49828688878893,1,100,2,False
education__ילדים_בגנים_של_משרד_החינוך_גיל_6__annualized_change,education,annualized_change,False,179,0.018949820029642177,47,22.490713948706496,1,100,2,False
education__בתי_ספר_סה_כ__annualized_change,education,annualized_change,False,200,0.021172983273343216,9,2.1795705169117547,1,100,2,False
education__בתי_ספר_יסודיים__annualized_change,education,annualized_change,False,199,0.0210671183569765,7,1.2187726745133822,1,100,2,False
education__בתי_ספר_על_יסודיים__annualized_change,education,annualized_change,False,186,0.019690874444209187,10,1.5376416231085663,1,100,2,False
education__בתי_ספר_חטיבות_ביניים__annualized_change,education,annualized_change,False,175,0.018526360364175314,6,0.4466992611198925,1,100,2,False
education__בתי_ספר_תיכוניים__annualized_change,education,annualized_change,False,177,0.018738090196908745,8,1.3271153807008893,1,100,2,False
education__כיתות_סה_כ__annualized_change,education,annualized_change,False,199,0.0210671183569765,47,18.140065505653862,1,100,2,False
education__כיתות_בבתי_ספר_יסודיים__annualized_change,education,annualized_change,False,199,0.0210671183569765,38,10.173463791376122,1,100,2,False
education__כיתות_בבתי_ספר_על_יסודיים__annualized_change,education,annualized_change,False,186,0.019690874444209187,31,9.384017217267496,1,100,2,False
education__כיתות_בחטיבות_ביניים__annualized_change,education,annualized_change,False,175,0.018526360364175314,15,2.493380398737401,1,100,2,False
education__כיתות_בבתי_ספר_תיכוניים__annualized_change,education,annualized_change,False,177,0.018738090196908745,23,8.469241001606777,1,100,2,False
education__תלמידים_סה_כ__annualized_change,education,annualized_change,False,199,0.0210671183569765,150,502.43130963594643,1,100,2,False
education__תלמידים_בבתי_ספר_יסודיים__annualized_change,education,annualized_change,False,199,0.0210671183569765,139,312.17786726660546,1,100,2,False
education__תלמידים_בבתי_ספר_על_יסודיים__annualized_change,education,annualized_change,False,186,0.019690874444209187,140,215.92705265033322,1,100,2,False
education__תלמידים_בחטיבות_ביניים__annualized_change,education,annualized_change,False,175,0.018526360364175314,113,64.11545261766322,1,100,2,False
education__תלמידים_בבתי_ספר_תיכוניים__annualized_change,education,annualized_change,False,177,0.018738090196908745,120,192.75350156398503,1,100,2,False
education__ממוצע_תלמידים_לכיתה_בבתי_ספר_יסודיים__annualized_change,education,annualized_change,False,201,0.02127884818970993,149,0.7447899533605874,1,100,2,False
education__אחוז_תלמידים_נושרים_סה_כ__annualized_change,education,annualized_change,False,166,0.017573576116874868,136,0.8428830307806346,1,100,2,False
education__אחוז_תלמידים_נושרים_בנים__annualized_change,education,annualized_change,False,116,0.012280330298539064,103,1.071284059076949,1,100,2,False
education__אחוז_תלמידים_נושרים_בנות__annualized_change,education,annualized_change,False,109,0.011539275883972052,89,0.6066536443808532,1,100,2,False
education__אחוז_זכאים_לתעודת_בגרות_מבין_תלמידי_כיתות_יב__annualized_change,education,annualized_change,True,195,0.020643658691509633,192,5.742210587564019,1,100,2,False
education__אחוז_זכאים_לתעודת_בגרות_שעמדו_בדרישות_הסף_של_האוניברסיטאות_מבין_תלמידי_כיתות_יב__annualized_change,education,annualized_change,True,195,0.020643658691509633,194,5.346900342491432,1,100,2,False
education__השכלה_גבוהה_אחוז_בעלי_תארים_מישראל_מתוך_אוכלוסיית_בני_55_35__annualized_change,education,annualized_change,False,201,0.02127884818970993,152,0.5489071004961809,1,100,2,False
education__השכלה_גבוהה_אחוז_הנכנסים_להשכלה_גבוהה_בתוך_8_שנים_בקרב_תלמידי_יב__annualized_change,education,annualized_change,False,156,0.016514926953207706,126,6.858462620149894,1,100,2,False
education__השכלה_גבוהה_אחוז_סטודנטים_מתוך_אוכלוסיית_בני_25_20__annualized_change,education,annualized_change,False,201,0.02127884818970993,189,2.214205834517636,1,100,2,False
education__השכלה_גבוהה_אחוז_סטודנטים_מתוך_כלל_האוכלוסייה__annualized_change,education,annualized_change,False,201,0.02127884818970993,117,0.4494591332232678,1,100,2,False
education__עובדי_הוראה_מספר_עובדי_הוראה__annualized_change,education,annualized_change,False,185,0.01958500952784247,89,69.48799319731356,1,100,2,False
education__עובדי_הוראה_ממוצע_שעות_עבודה_לשבוע__annualized_change,education,annualized_change,False,185,0.01958500952784247,54,0.6508274584930742,1,100,2,False
education__עובדי_הוראה_אחוז_עובדי_הוראה_חדשים__annualized_change,education,annualized_change,False,183,0.01937327969510904,170,2.369856828911701,1,100,2,False
education__עובדי_הוראה_אחוז_שעות_היעדרות_מסך_שעות_עבודה_שנתיות__annualized_change,education,annualized_change,False,185,0.01958500952784247,66,1.0902228127468285,1,100,2,False
education__עובדי_הוראה_ממוצע_שנות_ותק_מוכרות_בהוראה__annualized_change,education,annualized_change,False,185,0.01958500952784247,51,0.4845515935052814,1,100,2,False
education__עובדי_הוראה_אחוז_בעלי_דרגת_שכר_תואר_שני_ומעלה__annualized_change,education,annualized_change,False,185,0.01958500952784247,181,11.588697412833099,1,100,2,False
education__עובדי_הוראה_אחוז_עובדי_הוראה_משתלמים_מכלל_עובדי_הוראה__annualized_change,education,annualized_change,False,185,0.01958500952784247,183,39.66258662654698,1,100,2,False
education__עובדי_הוראה_ממוצע_תלמידים_למורה__annualized_change,education,annualized_change,False,184,0.019479144611475756,160,2.6368744299502125,1,100,2,False
education__עובדי_הוראה_ממוצע_שעות_עבודה_שבועיות_לתלמיד__annualized_change,education,annualized_change,False,184,0.019479144611475756,128,0.505086129387168,1,100,2,False
demographic__snapshot_age_years,demographic,snapshot_recency,False,1635,0.17308913825958078,10,2.0121072454913467,8,150,2,True
demographic__snapshot_interval_years,demographic,snapshot_interval,False,1394,0.1475756934152022,5,1.0379957800127737,7,150,2,True
income__snapshot_age_years,income,snapshot_recency,False,1796,0.19013338979462205,15,1.4311945479641262,8,150,2,True
income__snapshot_interval_years,income,snapshot_interval,False,1566,0.16578445903027736,4,1.01743639630958,7,150,2,True
unemployment__snapshot_age_years,unemployment,snapshot_recency,False,1819,0.19256828287105654,14,1.9061627760295097,8,150,2,True
unemployment__snapshot_interval_years,unemployment,snapshot_interval,False,1565,0.16567859411391064,4,1.0298011592497178,7,150,2,True
education__snapshot_age_years,education,snapshot_recency,False,603,0.0638365445691298,2,0.9435917806472194,3,150,2,True
education__snapshot_interval_years,education,snapshot_interval,False,402,0.04255769637941986,2,1.0012461064024343,2,150,2,True
locality_type__צורת_יישוב,locality_type,static_identity,True,9410,0.9961888630107982,25,67.05659393092893,8,500,1,True
locality_type__type__Arab/Non-Jewish,locality_type,static_identity,True,9410,0.9961888630107982,2,0.2741168218147511,8,500,1,True
locality_type__type__Cities,locality_type,static_identity,True,9410,0.9961888630107982,2,0.35153461502140765,8,500,1,True
locality_type__type__Kibbutzim,locality_type,static_identity,True,9410,0.9961888630107982,2,0.41482741841586945,8,500,1,True
locality_type__type__Moshavim,locality_type,static_identity,True,9410,0.9961888630107982,2,0.4851800689153143,8,500,1,True
locality_type__type__other,locality_type,static_identity,True,9410,0.9961888630107982,2,0.37900712276327003,8,500,1,True
"locality_type__סוג_יישוב__יישובים יהודיים 19,999-10,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.11584017925234104,8,500,1,True
"locality_type__סוג_יישוב__יישובים יהודיים 1999,999-100,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.0871418221838282,8,500,1,True
"locality_type__סוג_יישוב__יישובים יהודיים 4,999-2,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.20767631054448846,8,500,1,True
"locality_type__סוג_יישוב__יישובים יהודיים 49,999-20,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.17682109219608477,8,500,1,True
"locality_type__סוג_יישוב__יישובים יהודיים 499,999-200,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.0821932833373407,8,500,1,True
"locality_type__סוג_יישוב__יישובים יהודיים 500,000 תושבים ומעלה",locality_type,static_identity,True,9410,0.9961888630107982,2,0.02914664497050279,8,500,1,True
"locality_type__סוג_יישוב__יישובים יהודיים 9,999-5,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.14353010871301822,8,500,1,True
"locality_type__סוג_יישוב__יישובים יהודיים 99,999-50,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.12928981431289202,8,500,1,True
"locality_type__סוג_יישוב__יישובים כפריים אחרים, יהודיים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.20391092224877286,8,500,1,True
"locality_type__סוג_יישוב__יישובים כפריים אחרים, לא-יהודיים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.13772822197846346,8,500,1,True
"locality_type__סוג_יישוב__יישובים לא יהודיים 19,999-10,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.14942681882139489,8,500,1,True
"locality_type__סוג_יישוב__יישובים לא יהודיים 4,999-2,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.14494118045550944,8,500,1,True
"locality_type__סוג_יישוב__יישובים לא יהודיים 49,999-20,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.12928981431289285,8,500,1,True
"locality_type__סוג_יישוב__יישובים לא יהודיים 9,999-5,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.13281168645631775,8,500,1,True
"locality_type__סוג_יישוב__יישובים לא יהודיים 99,999-50,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.05044049615264789,8,500,1,True
"locality_type__סוג_יישוב__יישובים מוסדיים, יהודיים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.11081648062628566,8,500,1,True
"locality_type__סוג_יישוב__יישובים מוסדיים, לא-יהודיים",locality_type,static_identity,True,9410,0.9961888630107982,1,0.0,8,500,1,False
locality_type__סוג_יישוב__יישובים קהילתיים,locality_type,static_identity,True,9410,0.9961888630107982,2,0.2666781100999754,8,500,1,True
locality_type__סוג_יישוב__מושבים,locality_type,static_identity,True,9410,0.9961888630107982,2,0.47314167845862365,8,500,1,True
"locality_type__סוג_יישוב__מושבים 4,999-2,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.0769176753572619,8,500,1,True
locality_type__סוג_יישוב__מושבים שיתופיים,locality_type,static_identity,True,9410,0.9961888630107982,2,0.17905387212602267,8,500,1,True
"locality_type__סוג_יישוב__מושבים שיתופיים 4,999-2,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.04120204036709391,8,500,1,True
"locality_type__סוג_יישוב__נקודה שאיננה יישוב (האוכלוסייה כלולה ב""גרים מחוץ ליישובים"")",locality_type,static_identity,True,9410,0.9961888630107982,2,0.06586762462994745,8,500,1,True
locality_type__סוג_יישוב__קיבוצים,locality_type,static_identity,True,9410,0.9961888630107982,2,0.4136779363860538,8,500,1,True
"locality_type__סוג_יישוב__קיבוצים 4,999-2,000 תושבים",locality_type,static_identity,True,9410,0.9961888630107982,2,0.04120204036709396,8,500,1,True
"locality_type__סוג_יישוב__שבטי בדווים (אוכלוסייתם כלולה ב""גרים מחוץ ליישובים"")",locality_type,static_identity,True,9410,0.9961888630107982,2,0.13008130099666979,8,500,1,True
